Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_name,Route_link
RSRTC - 176394,Super Luxury Volvo AC Seater Pushback 2+2,20:00,23:45,03h 45m,460,28 Seats available,"4.0
40",Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer
RSRTC - 189473,NON AC Seater / Sleeper 2+1,21:00,01:30,04h 30m,302,26 Seats available,3.9,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer
RSRTC - 172841,Super Luxury Volvo AC Seater Pushback 2+2,22:01,01:30,03h 29m,460,37 Seats available,3.9,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer
RSRTC - 192299,Super Luxury Volvo AC Seater Pushback 2+2,23:00,02:45,03h 45m,458,37 Seats available,"3.7
12",Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer
RSRTC - 189583,NON AC Seater / Sleeper 2+1,23:59,03:45,03h 46m,302,15 Seats available,"4.4
15",Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer
M R Travels,NON A/C Seater/ Sleeper (2+1),19:00,23:40,04h 40m,660,8 Seats available,3.8,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer
Jain travels regd,NON AC Seater / Sleeper 2+1,19:00,23:36,04h 36m,330,27 Seats available,3.8,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer
Bluecity Bus,Bharat Benz A/C Sleeper (2+1),19:00,23:55,04h 55m,680,25 Seats available,4.3,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer
Jain travels regd,NON AC Seater / Sleeper 2+1,19:00,23:50,04h 50m,330,15 Seats available,3.8,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer
M R Travels,A/C Volvo B11R Multi-Axle Sleeper (2+1),19:30,23:50,04h 20m,815,25 Seats available,3.8,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer
Jakhar Travels,VE A/C Sleeper (2+1),19:45,00:45,05h 00m,659,23 Seats available,3.9,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer
Bhagwati Travels and Tours,A/C Seater/Sleeper (2+1),23:30,04:00,04h 30m,360,34 Seats available,3.1,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer
Jain travels regd,AC Sleeper (2+1),20:00,00:30,04h 30m,580,35 Seats available,"3.8
5",Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer
Shre Ganesh Travels (VR SIYOL),A/C Seater / Sleeper (2+1),22:45,03:15,04h 30m,500,19 Seats available,3.3,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer
Chanakya Travels Agency,NON A/C Seater/ Sleeper (2+1),20:30,01:15,04h 45m,500,37 Seats available,3.7,Jodhpur to Ajmer,https://www.redbus.in/bus-tickets/jodhpur-to-ajmer
Jain travels regd,NON AC Seater / Sleeper 2+1,19:30,23:00,03h 30m,350,10 Seats available,3.7,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur
AMIT TRAVELS REGD.,NON A/C Sleeper (2+1),19:45,00:10,04h 25m,600,36 Seats available,3.0,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur
Devraj Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:20,23:59,02h 39m,500,28 Seats available,"3.9
4",Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur
Pandit Travels,NON AC Seater / Sleeper 2+1,21:45,01:15,03h 30m,500,18 Seats available,3.9,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur
Jain travels regd,NON AC Seater/ Sleeper (2+1),21:45,01:15,03h 30m,300,40 Seats available,3.7,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur
Dashmesh Travels,A/C Seater / Sleeper (2+1),21:45,01:15,03h 30m,555,18 Seats available,3.6,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur
